ID,Codigo_MEN,Cualificacion,Nivel_MNC,Titulo_Otorga,Sector,Area_Cualificacion,Sigla_Area
197,6-TRAL-LOG-005,Dirección de logística integral,6,,Logística empresarial,Logística y Transporte,LOTR
198,6-TRAL-TRA-016,Operación sin restricciones en sección de cubierta y navegación de transporte marítimo comercial,6,,Transporte marítimo,Logística y Transporte,LOTR
199,6-TRAL-TRA-017,Operación sin restricciones en sección de máquinas de transporte marítimo comercial,6,,Transporte marítimo,Logística y Transporte,LOTR
200,6-TRAL-TRA-018,Gestión sin restricciones en sección de cubierta y navegación de transporte marítimo comercial,6,,Transporte marítimo,Logística y Transporte,LOTR
201,6-TRAL-TRA-019,Gestión sin restricciones en sección de máquinas de transporte marítimo comercial,6,,Transporte marítimo,Logística y Transporte,LOTR
202,7-TRAL-LOG-006,Gerencia de la Cadena de Suministro,7,,Logística empresarial,Logística y Transporte,LOTR
203,4-LOTR-AER–DMA-001 ,Ensamble de Aeronaves y Partes,4,,Aeronáutico,Logística y Transporte,LOTR
204,4-LOTR-AER-SEA-003,Atención al Riesgo Aeroportuario,4,,Aeronáutico,Logística y Transporte,LOTR
205,5-LOTR-AER-DMA-004,Gestión de manufactura de aeronaves y partes,5,,Aeronáutico,Logística y Transporte,LOTR
206,5-LOTR-AER-MNT-002,Mantenimiento Aeronáutico,5,,Aeronáutico,Logística y Transporte,LOTR
207,5-LOTR-AER-OPA-005 ,Gestión de Servicio a Pasajeros,5,,Aeronáutico,Logística y Transporte,LOTR
208,5-LOTR-AER-OPA-006,Operación de Aeronaves ,5,,Aeronáutico,Logística y Transporte,LOTR
209,5-LOTR-AER-SAN-007,Control de Tránsito Aéreo,5,,Aeronáutico,Logística y Transporte,LOTR
210,5-LOTR-AER-SAN-008,Gestión Información Aérea Clima y Atmósfera,5,,Aeronáutico,Logística y Transporte,LOTR
211,5-LOTR-AER-SEA-009 ,Gestión de Operación Aeroportuaria,5,,Aeronáutico,Logística y Transporte,LOTR
212,6-LOTR-AER-DMA-010,Ingeniería Aeronáutica,6,,Aeronáutico,Logística y Transporte,LOTR
213,6-LOTR-AER-IYC-011,Administración de la Seguridad Aeronáutica,6,,Aeronáutico,Logística y Transporte,LOTR
214,6-LOTR-AER-SAN-012,Estudio del Clima y Atmósfera en Aviación,6,,Aeronáutico,Logística y Transporte,LOTR
215,6-LOTR-AER-SEC-013,Gestión de la Seguridad de la Aviación Civil,6,,Aeronáutico,Logística y Transporte,LOTR
216,7-LOTR-AER-SEA-014,Gerencia Aeroportuaria.,7,,Aeronáutico,Logística y Transporte,LOTR
217,4-INCO-MDC-001,"Operación de equipos, dispositivos y herramientas para contenidos digitales",4,,Contenido Digitales,Tecnologías de la información y las comunicaciones,TICO
218,5-INCO-MDC-002,Asistencia en producción de piezas gráficas digitales para contenidos multiplataforma,5,,Contenido Digitales,Tecnologías de la información y las comunicaciones,TICO
219,5-INCO-MDC-003,Producción de contenidos digitales,5,,Contenido Digitales,Tecnologías de la información y las comunicaciones,TICO
220,6-INCO-MDC-004,Creación de contenidos digitales,6,,Contenido Digitales,Tecnologías de la información y las comunicaciones,TICO
221,6-INCO-MDC-005,Animación digital,6,,Contenido Digitales,Tecnologías de la información y las comunicaciones,TICO
222,6-INCO-MDC-006,Posproducción de contenidos digitales,6,,Contenido Digitales,Tecnologías de la información y las comunicaciones,TICO
